ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
102/09/04,"25,229,190","2,540,221,572",100.50,101.50,100.00,100.50,-1.50,"8,405"
102/09/05,"35,890,329","3,625,656,509",100.50,101.50,100.00,101.50,+1.00,"6,991"
102/09/06,"25,342,215","2,577,284,287",102.00,102.00,101.00,102.00,+0.50,"6,824"
102/09/09,"33,083,237","3,384,738,473",102.50,103.00,101.00,103.00,+1.00,"9,300"
102/09/10,"37,392,161","3,877,481,244",103.00,104.50,102.50,104.50,+1.50,"10,178"
102/09/11,"41,349,427","4,301,437,408",103.00,104.50,102.50,104.50, 0.00,"8,961"
102/09/12,"32,865,283","3,411,851,649",103.00,104.50,103.00,103.50,-1.00,"7,435"
102/09/13,"23,635,017","2,423,125,734",102.50,103.00,102.00,102.50,-1.00,"6,354"
102/09/14,"5,222,316","537,513,232",102.50,103.50,102.00,102.50, 0.00,"2,440"
102/09/16,"40,693,136","4,271,620,780",104.00,105.50,104.00,105.50,+3.00,"12,903"
102/09/17,"25,467,674","2,678,016,770",105.50,105.50,104.50,105.50, 0.00,"5,644"
102/09/18,"34,987,213","3,638,209,439",105.00,105.50,103.00,103.00,-2.50,"5,930"
102/09/23,"57,281,171","5,999,783,595",103.00,106.00,102.50,105.50,+2.50,"11,435"
102/09/24,"28,676,262","3,010,502,846",105.00,105.50,104.00,105.00,-0.50,"6,370"
102/09/25,"35,289,731","3,646,816,293",104.50,104.50,103.00,103.00,-2.00,"9,153"
102/09/26,"23,059,548","2,360,281,896",103.50,103.50,101.50,101.50,-1.50,"5,431"
102/09/27,"26,663,268","2,741,683,791",103.50,103.50,102.00,103.00,+1.50,"5,626"
102/09/30,"46,224,704","4,656,013,654",100.50,102.00,100.00,100.50,-2.50,"11,263"
102/10/01,"22,927,118","2,325,091,268",100.50,102.50,100.50,101.50,+1.00,"5,825"
102/10/02,"14,707,576","1,512,762,735",103.50,103.50,102.00,103.00,+1.50,"5,617"
102/10/03,"50,840,661","5,340,048,052",103.50,106.00,103.00,105.00,+2.00,"14,268"
102/10/04,"21,986,837","2,291,309,445",104.50,105.00,103.50,104.00,-1.00,"5,554"
102/10/07,"24,399,946","2,513,633,238",103.50,104.00,102.00,103.00,-1.00,"5,290"
102/10/08,"35,150,548","3,674,048,146",103.50,105.50,103.00,105.00,+2.00,"5,955"
102/10/09,"26,186,338","2,740,679,712",104.00,105.50,103.00,105.00, 0.00,"5,570"
102/10/11,"59,435,121","6,324,314,706",105.00,107.50,105.00,106.50,+1.50,"14,696"
102/10/14,"18,800,943","1,986,474,649",106.50,106.50,105.00,105.00,-1.50,"5,172"
102/10/15,"21,681,637","2,311,916,289",106.50,107.00,106.00,107.00,+2.00,"5,043"
102/10/16,"19,077,342","2,035,487,538",108.00,108.00,106.00,106.00,-1.00,"5,610"
102/10/17,"28,186,591","3,025,093,891",107.50,108.00,107.00,107.00,+1.00,"7,058"
102/10/18,"60,125,471","6,569,127,705",108.50,110.00,108.50,110.00,+3.00,"16,771"
102/10/21,"41,327,324","4,564,211,140",111.00,111.50,109.50,110.00, 0.00,"9,241"
102/10/22,"39,837,171","4,417,862,980",110.00,111.50,109.50,111.50,+1.50,"8,828"
102/10/23,"23,057,730","2,551,942,600",111.00,111.50,110.00,111.00,-0.50,"5,675"
102/10/24,"21,570,336","2,359,165,210",109.00,110.00,108.50,110.00,-1.00,"7,246"
102/10/25,"37,244,499","4,000,380,973",108.50,109.00,106.50,107.00,-3.00,"11,658"
102/10/28,"21,241,672","2,317,241,248",108.00,109.50,107.50,109.50,+2.50,"5,634"
102/10/29,"21,531,323","2,344,396,207",108.50,109.50,108.00,109.50, 0.00,"4,061"
102/10/30,"16,768,421","1,836,449,949",109.00,110.00,109.00,110.00,+0.50,"4,443"
102/10/31,"23,098,870","2,520,404,080",108.50,109.50,108.00,109.50,-0.50,"4,626"
102/11/01,"10,870,454","1,190,799,986",110.50,110.50,108.50,109.50, 0.00,"3,795"
102/11/04,"9,642,456","1,047,704,248",108.00,109.00,108.00,109.00,-0.50,"4,622"
102/11/05,"21,861,325","2,348,231,599",108.50,109.00,106.50,106.50,-2.50,"6,414"
102/11/06,"17,440,575","1,865,571,385",106.50,107.50,106.50,107.00,+0.50,"7,155"
102/11/07,"15,944,496","1,700,975,572",107.00,107.50,106.00,107.00, 0.00,"5,026"
102/11/08,"31,481,367","3,333,228,352",105.00,106.50,105.00,106.00,-1.00,"7,421"
102/11/11,"21,491,766","2,253,064,518",105.00,106.00,104.50,104.50,-1.50,"8,709"
102/11/12,"31,992,852","3,363,418,490",106.00,106.00,104.50,105.00,+0.50,"6,868"
102/11/13,"26,708,973","2,772,020,219",105.00,105.00,103.00,103.00,-2.00,"8,182"
102/11/14,"29,933,608","3,113,410,393",104.00,104.50,103.50,103.50,+0.50,"7,251"
102/11/15,"19,904,673","2,068,729,812",103.50,104.50,103.50,104.00,+0.50,"5,083"
102/11/18,"25,297,464","2,641,543,756",104.50,105.00,104.00,104.00, 0.00,"6,957"
102/11/19,"34,510,121","3,613,948,121",104.50,105.50,104.00,105.00,+1.00,"8,014"
102/11/20,"46,675,350","4,813,555,110",104.00,104.00,102.50,103.00,-2.00,"10,990"
102/11/21,"57,002,648","5,764,943,473",102.00,103.00,100.50,101.00,-2.00,"14,431"
102/11/22,"57,158,109","5,760,006,926",100.00,101.50,100.00,100.00,-1.00,"13,182"
102/11/25,"30,949,392","3,142,230,092",101.00,102.50,101.00,101.00,+1.00,"7,929"
102/11/26,"47,194,676","4,885,738,532",102.00,105.00,101.50,103.50,+2.50,"11,490"
102/11/27,"22,853,577","2,391,973,585",105.00,105.50,104.50,105.00,+1.50,"6,528"
102/11/28,"22,995,978","2,413,773,679",105.00,105.50,104.50,105.00, 0.00,"6,169"
102/11/29,"34,465,306","3,609,926,445",104.50,105.00,104.00,105.00, 0.00,"5,923"
102/12/02,"19,042,556","1,994,578,324",105.00,105.50,104.00,104.50,-0.50,"4,418"
102/12/03,"26,811,219","2,795,162,276",104.00,105.00,103.50,104.00,-0.50,"4,779"
102/12/04,"23,630,506","2,477,199,932",103.50,105.50,103.50,105.00,+1.00,"5,304"
102/12/05,"25,209,310","2,621,454,740",105.00,105.00,103.50,104.00,-1.00,"5,844"
102/12/06,"25,358,888","2,629,648,379",103.00,104.50,103.00,103.00,-1.00,"5,835"
102/12/09,"23,971,547","2,508,093,125",104.00,105.00,104.00,105.00,+2.00,"5,324"
102/12/10,"22,935,827","2,395,317,608",104.50,105.00,104.00,104.00,-1.00,"4,643"
102/12/11,"24,614,282","2,572,981,941",103.50,105.00,103.50,105.00,+1.00,"7,385"
102/12/12,"18,536,758","1,918,939,414",104.50,104.50,103.00,103.00,-2.00,"5,445"
102/12/13,"28,297,055","2,910,409,165",102.50,103.50,102.50,102.50,-0.50,"7,034"
102/12/16,"18,772,079","1,920,338,558",102.50,103.00,102.00,102.00,-0.50,"6,032"
102/12/17,"26,232,839","2,719,517,917",103.00,104.50,103.00,103.50,+1.50,"6,356"
102/12/18,"66,102,080","6,714,534,840",102.50,103.00,101.00,101.00,-2.50,"15,072"
102/12/19,"27,824,774","2,839,659,307",102.00,103.00,101.50,102.50,+1.50,"6,192"
102/12/20,"37,618,688","3,848,115,676",101.50,103.50,101.50,102.00,-0.50,"8,353"
102/12/23,"28,393,645","2,950,613,229",103.00,104.50,103.00,104.00,+2.00,"6,994"
102/12/24,"14,079,188","1,454,251,243",104.00,104.00,103.00,103.00,-1.00,"3,724"
102/12/25,"9,789,067","1,008,674,401",102.50,103.50,102.50,103.00, 0.00,"2,848"
102/12/26,"6,793,911","704,185,262",103.00,104.00,103.00,104.00,+1.00,"1,135"
102/12/27,"24,135,217","2,507,210,568",103.50,104.50,103.00,104.50,+0.50,"5,626"
102/12/30,"44,280,098","4,659,244,781",104.00,106.00,104.00,106.00,+1.50,"10,564"
102/12/31,"24,484,653","2,582,678,065",105.50,106.00,105.00,105.50,-0.50,"6,632"
103/01/02,"15,133,724","1,578,860,796",105.00,105.50,103.50,104.50,-1.00,"4,136"
103/01/03,"41,160,529","4,220,062,918",103.00,103.00,102.00,102.50,-2.00,"8,524"
103/01/06,"23,729,719","2,432,745,661",102.00,103.00,102.00,102.50, 0.00,"4,874"
103/01/07,"18,803,694","1,907,188,388",102.50,103.00,102.00,102.00,-0.50,"5,529"
103/01/08,"30,933,475","3,209,563,219",103.00,104.50,102.50,104.00,+2.00,"7,305"
103/01/09,"64,221,769","6,522,626,520",102.50,103.00,100.50,101.00,-3.00,"19,873"
103/01/10,"36,289,948","3,703,540,624",102.00,102.50,101.50,102.00,+1.00,"7,619"
103/01/13,"22,080,716","2,273,073,754",103.00,103.50,102.50,103.00,+1.00,"6,282"
103/01/14,"21,718,294","2,237,629,782",102.50,103.50,102.00,103.50,+0.50,"5,256"
103/01/15,"54,458,036","5,722,578,780",104.00,106.00,104.00,105.00,+1.50,"15,415"
103/01/16,"49,601,100","5,301,040,094",106.00,107.50,106.00,107.00,+2.00,"16,279"
103/01/17,"55,767,194","6,014,453,565",108.00,108.50,107.00,107.50,+0.50,"15,038"
103/01/20,"24,299,123","2,622,482,683",107.00,108.50,107.00,107.50, 0.00,"8,533"
103/01/21,"25,121,036","2,695,028,292",108.50,108.50,106.00,106.50,-1.00,"6,334"
103/01/22,"28,726,849","3,065,077,343",106.00,107.50,106.00,107.50,+1.00,"7,549"
103/01/23,"28,308,805","3,055,374,935",108.50,108.50,107.50,107.50, 0.00,"7,461"
103/01/24,"34,059,356","3,671,261,247",107.00,108.50,107.00,108.00,+0.50,"8,172"
103/01/27,"65,271,057","6,848,753,986",106.00,106.50,104.00,105.00,-3.00,"17,118"
103/02/05,"147,198,405","14,922,299,001",102.00,102.00,100.50,100.50,-4.50,"37,866"
103/02/06,"73,840,243","7,540,841,366",101.00,103.00,101.00,102.00,+1.50,"16,321"
103/02/07,"54,185,812","5,628,604,948",103.50,104.50,103.00,104.00,+2.00,"14,854"
103/02/10,"26,243,521","2,725,145,903",104.00,104.50,103.00,103.00,-1.00,"7,897"
103/02/11,"23,523,880","2,436,083,720",104.50,105.00,104.00,104.50,+1.50,"6,947"
103/02/12,"25,305,882","2,661,441,170",105.00,105.50,104.50,105.00,+0.50,"7,138"
103/02/13,"19,625,423","2,067,832,915",105.00,106.00,105.00,105.00, 0.00,"5,781"
103/02/14,"42,737,744","4,578,772,108",106.50,107.50,106.50,107.50,+2.50,"14,580"
103/02/17,"34,368,373","3,714,458,464",108.00,108.50,107.50,108.50,+1.00,"11,664"
103/02/18,"22,289,965","2,403,989,204",108.50,108.50,107.50,108.00,-0.50,"5,778"
103/02/19,"28,886,535","3,102,602,484",108.00,108.00,107.00,108.00, 0.00,"7,006"
103/02/20,"28,469,515","3,029,358,090",106.50,107.00,106.00,106.50,-1.50,"6,646"
103/02/21,"31,505,340","3,381,313,380",107.00,107.50,107.00,107.50,+1.00,"7,819"
103/02/24,"32,057,819","3,435,891,697",107.50,108.00,106.00,107.00,-0.50,"6,992"
103/02/25,"34,350,129","3,685,266,810",107.50,108.00,106.50,108.00,+1.00,"6,570"
103/02/26,"34,982,996","3,762,870,072",107.50,108.00,107.00,107.50,-0.50,"5,182"
103/02/27,"49,352,141","5,323,712,132",107.50,108.00,107.50,108.00,+0.50,"7,531"
103/03/03,"62,467,129","6,706,761,665",108.00,108.00,106.50,108.00, 0.00,"10,046"
103/03/04,"48,939,593","5,273,707,058",108.00,108.00,107.50,107.50,-0.50,"9,493"
103/03/05,"55,447,701","6,074,004,809",108.50,110.00,108.50,110.00,+2.50,"16,511"
103/03/06,"72,622,868","8,142,187,484",110.00,113.50,110.00,113.00,+3.00,"18,144"
103/03/07,"66,916,749","7,649,451,186",114.00,115.00,113.50,114.50,+1.50,"17,219"
103/03/10,"38,430,338","4,354,521,623",114.50,114.50,112.50,113.00,-1.50,"9,237"
103/03/11,"29,182,885","3,324,036,739",113.50,114.50,113.50,114.00,+1.00,"9,133"
103/03/12,"18,414,771","2,073,574,352",112.50,113.00,112.00,113.00,-1.00,"5,218"
103/03/13,"59,080,824","6,890,677,534",116.50,117.50,115.50,116.50,+3.50,"16,969"
103/03/14,"47,105,032","5,396,134,366",115.00,115.50,114.00,115.00,-1.50,"12,132"
103/03/17,"33,910,334","3,854,652,365",114.50,115.00,113.00,114.00,-1.00,"8,995"
103/03/18,"37,517,456","4,285,097,984",114.50,115.00,113.50,114.50,+0.50,"7,396"
103/03/19,"35,237,094","4,023,833,316",114.50,115.00,113.50,114.50, 0.00,"6,589"
103/03/20,"46,512,209","5,232,891,154",113.00,113.50,112.00,112.00,-2.50,"13,078"
103/03/21,"60,438,012","6,807,696,918",114.00,114.00,112.00,112.50,+0.50,"7,294"
103/03/24,"29,607,569","3,320,400,583",111.50,112.50,111.50,112.50, 0.00,"7,098"
103/03/25,"38,070,794","4,291,636,589",111.50,113.50,111.50,113.50,+1.00,"6,933"
103/03/26,"45,234,160","5,211,750,315",115.50,116.00,114.50,115.50,+2.00,"12,860"
103/03/27,"31,399,282","3,609,273,026",114.50,116.00,114.00,116.00,+0.50,"8,641"
103/03/28,"43,794,489","5,107,684,713",116.00,117.50,115.50,117.50,+1.50,"12,521"
103/03/31,"47,146,441","5,550,959,038",118.00,118.50,116.50,118.50,+1.00,"8,839"
103/04/01,"40,636,462","4,834,224,978",119.00,119.50,118.50,119.50,+1.00,"12,571"
103/04/02,"43,684,651","5,238,971,816",120.50,121.00,119.00,120.00,+0.50,"9,400"
103/04/03,"37,000,420","4,374,998,060",118.50,119.00,117.50,118.50,-1.50,"10,198"
103/04/07,"45,254,843","5,305,535,631",117.50,118.00,116.50,117.50,-1.00,"11,316"
103/04/08,"43,894,168","5,173,993,549",117.00,119.50,117.00,119.00,+1.50,"9,396"
103/04/09,"29,648,114","3,548,296,766",119.50,120.00,119.00,119.00, 0.00,"8,284"
103/04/10,"27,215,773","3,243,663,187",119.00,119.50,118.50,119.50,+0.50,"7,229"
103/04/11,"34,847,792","4,153,152,840",118.50,120.00,118.00,120.00,+0.50,"7,639"
103/04/14,"31,053,034","3,738,450,410",120.00,121.00,120.00,120.50,+0.50,"8,739"
103/04/15,"29,397,114","3,579,955,408",121.50,122.50,121.00,122.50,+2.00,"9,839"
103/04/16,"51,075,652","6,208,178,396",121.50,122.50,121.00,121.00,-1.50,"10,989"
103/04/17,"36,418,501","4,374,322,920",120.50,121.50,119.00,120.00,-1.00,"9,152"
103/04/18,"32,921,335","4,023,630,870",122.50,123.00,121.00,123.00,+3.00,"9,515"
103/04/21,"24,162,522","2,938,646,120",122.00,122.00,121.00,121.50,-1.50,"5,868"
103/04/22,"27,034,052","3,282,075,077",121.00,122.50,120.50,121.50, 0.00,"5,886"
103/04/23,"34,358,023","4,181,126,643",123.00,123.00,120.50,121.00,-0.50,"8,145"
103/04/24,"25,524,592","3,080,805,399",121.00,121.00,120.00,121.00, 0.00,"6,289"
103/04/25,"49,438,252","5,889,185,811",121.00,121.00,118.00,118.50,-2.50,"11,457"
103/04/28,"28,068,430","3,344,699,670",118.50,120.00,117.50,119.00,+0.50,"7,030"
103/04/29,"21,811,790","2,618,945,800",120.50,121.00,119.00,120.50,+1.50,"4,991"
103/04/30,"44,124,133","5,237,519,729",120.00,120.50,117.00,118.50,-2.00,"9,169"
103/05/02,"45,030,119","5,324,516,642",119.00,119.50,117.00,118.00,-0.50,"9,573"
103/05/05,"28,887,828","3,374,584,476",117.50,118.00,116.00,117.00,-1.00,"8,961"
103/05/06,"27,525,257","3,247,099,826",117.00,119.00,116.50,118.00,+1.00,"5,217"
103/05/07,"33,276,563","3,931,216,686",118.00,119.00,117.50,118.50,+0.50,"6,945"
103/05/08,"30,096,125","3,594,265,403",119.50,120.00,119.00,119.50,+1.00,"5,599"
103/05/09,"23,287,585","2,785,144,700",120.00,120.00,119.00,120.00,+0.50,"6,405"
103/05/12,"37,048,901","4,390,300,238",119.50,120.00,117.50,118.50,-1.50,"6,664"
103/05/13,"24,046,010","2,894,574,200",120.00,121.00,119.50,120.50,+2.00,"7,767"
103/05/14,"32,903,344","3,991,162,751",121.00,122.00,120.50,122.00,+1.50,"9,719"
103/05/15,"16,813,508","2,040,805,195",121.00,122.00,120.50,122.00, 0.00,"5,040"
103/05/16,"28,679,719","3,497,688,718",122.00,123.00,121.00,122.00, 0.00,"7,047"
103/05/19,"20,829,956","2,524,459,168",122.00,122.50,121.00,121.00,-1.00,"5,325"
103/05/20,"25,402,168","3,088,614,323",122.00,122.00,121.00,121.00, 0.00,"7,109"
103/05/21,"24,218,702","2,935,442,563",122.00,122.00,120.50,120.50,-0.50,"6,337"
103/05/22,"26,336,625","3,198,768,892",121.50,122.00,121.00,122.00,+1.50,"5,227"
103/05/23,"31,778,175","3,866,486,107",121.00,122.50,121.00,122.00, 0.00,"6,260"
103/05/26,"19,854,258","2,439,783,565",123.00,123.50,122.00,123.00,+1.00,"7,319"
103/05/27,"18,301,066","2,259,936,878",122.50,124.00,122.50,123.50,+0.50,"6,092"
103/05/28,"37,799,997","4,658,742,565",124.00,124.00,122.50,124.00,+0.50,"8,443"
103/05/29,"43,079,080","5,267,063,156",123.50,124.00,121.50,122.00,-2.00,"9,131"
103/05/30,"69,113,681","8,318,164,317",122.00,122.50,119.50,119.50,-2.50,"10,342"
103/06/03,"40,522,053","4,915,125,996",120.00,122.50,120.00,122.50,+3.00,"10,640"
103/06/04,"33,486,050","4,136,552,150",123.50,124.00,123.00,123.50,+1.00,"8,162"
103/06/05,"19,558,349","2,397,329,714",123.00,123.50,121.50,123.00,-0.50,"4,842"
103/06/06,"19,282,324","2,364,596,528",123.50,123.50,122.00,122.50,-0.50,"4,910"
103/06/09,"19,730,824","2,424,539,886",122.50,123.50,122.50,123.00,+0.50,"5,157"
103/06/10,"26,661,384","3,298,134,327",123.00,124.50,122.50,124.50,+1.50,"6,557"
